s_tabl_figu_id;s_sam_row;s_sam_col;valu
tabl_01_01  ;REU         ;GDPRvalu    ;  0.00375333
tabl_01_01  ;REU         ;PRODvalu    ; -0.00040983
tabl_01_01  ;REU         ;VAADvalu    ;  0.00447005
tabl_01_01  ;REU         ;CONFvalu    ;  0.00838393
tabl_01_01  ;REU         ;INCGvalu    ; -0.04306374
tabl_01_01  ;REU         ;IMPOvalu    ; -0.00184073
tabl_01_01  ;REU         ;EXPOvalu    ; -0.01907880
tabl_01_01  ;REU         ;INVTvalu    ; -0.04531036
tabl_01_01  ;REU         ;UNEMppts    ; -0.00427418
tabl_01_01  ;REU         ;CPINinde    ; -0.00921531
tabl_02_01  ;aagri       ;PRODquan    ;  0.00288584
tabl_02_01  ;afood       ;PRODquan    ;  0.00524362
tabl_02_01  ;aoind       ;PRODquan    ;  0.01066730
tabl_02_01  ;aelhy       ;PRODquan    ;  0.12563803
tabl_02_01  ;aelbi       ;PRODquan    ;  0.18618107
tabl_02_01  ;aelpe       ;PRODquan    ;  0.13677402
tabl_02_01  ;awasa       ;PRODquan    ;  0.47465660
tabl_02_01  ;acons       ;PRODquan    ; -0.02461274
tabl_02_01  ;atran       ;PRODquan    ;  0.00826595
tabl_02_01  ;aadmi       ;PRODquan    ; -0.00429142
tabl_02_01  ;asefi       ;PRODquan    ;  0.00189053
tabl_02_01  ;asenf       ;PRODquan    ;  0.00579002
tabl_02_02  ;cagri       ;CONFquan    ;  0.00152456
tabl_02_02  ;cagri       ;IMPOquan    ;  0.00201098
tabl_02_02  ;cagri       ;EXPOquan    ;  0.00211074
tabl_02_02  ;cfood       ;CONFquan    ;  0.00329692
tabl_02_02  ;cfood       ;IMPOquan    ;  0.00054789
tabl_02_02  ;cfood       ;EXPOquan    ;  0.00679434
tabl_02_02  ;cpetr       ;CONFquan    ;  0.00206966
tabl_02_02  ;cpetr       ;IMPOquan    ;  0.01145200
tabl_02_02  ;coind       ;CONFquan    ;  0.00315349
tabl_02_02  ;coind       ;IMPOquan    ; -0.00416896
tabl_02_02  ;coind       ;EXPOquan    ;  0.01152710
tabl_02_02  ;celec       ;CONFquan    ;  0.00535652
tabl_02_02  ;celec       ;IMPOquan    ;  0.10948150
tabl_02_02  ;cwadi       ;CONFquan    ;  0.34189401
tabl_02_02  ;cwadi       ;IMPOquan    ; -0.68847366
tabl_02_02  ;csaco       ;CONFquan    ;  0.35031808
tabl_02_02  ;csaco       ;IMPOquan    ; -0.73635543
tabl_02_02  ;csanc       ;CONFquan    ;  0.32729796
tabl_02_02  ;csanc       ;IMPOquan    ; -0.60539265
tabl_02_02  ;ccons       ;CONFquan    ;  0.01158172
tabl_02_02  ;ccons       ;EXPOquan    ;  0.00114123
tabl_02_02  ;ctran       ;CONFquan    ;  0.00390886
tabl_02_02  ;ctran       ;IMPOquan    ;  0.00158053
tabl_02_02  ;ctran       ;EXPOquan    ;  0.00735591
tabl_02_02  ;cadmi       ;CONFquan    ;  0.00405830
tabl_02_02  ;cadmi       ;EXPOquan    ;  0.00499034
tabl_02_02  ;csefi       ;CONFquan    ; -0.00014919
tabl_02_02  ;csefi       ;IMPOquan    ;  0.00904094
tabl_02_02  ;csefi       ;EXPOquan    ; -0.00207887
tabl_02_02  ;csenf       ;CONFquan    ;  0.00268576
tabl_02_02  ;csenf       ;IMPOquan    ;  0.00409889
tabl_02_02  ;csenf       ;EXPOquan    ;  0.00403463
tabl_03_01  ;REU         ;CPINppts    ; -0.00921531
tabl_03_01  ;cagri       ;PCONpric    ; -0.00046930
tabl_03_01  ;cfood       ;PCONpric    ; -0.00176632
tabl_03_01  ;cpetr       ;PCONpric    ;  0.00000000
tabl_03_01  ;coind       ;PCONpric    ; -0.00155989
tabl_03_01  ;celec       ;PCONpric    ; -0.00473044
tabl_03_01  ;cwadi       ;PCONpric    ; -0.48671726
tabl_03_01  ;csaco       ;PCONpric    ; -0.49872256
tabl_03_01  ;csanc       ;PCONpric    ; -0.46590930
tabl_03_01  ;ccons       ;PCONpric    ; -0.01368852
tabl_03_01  ;ctran       ;PCONpric    ; -0.00291491
tabl_03_01  ;cadmi       ;PCONpric    ; -0.00314023
tabl_03_01  ;csefi       ;PCONpric    ;  0.00320385
tabl_03_01  ;csenf       ;PCONpric    ; -0.00107079
tabl_03_02  ;REU         ;WRLApric    ; -0.00707816
tabl_03_02  ;aagri       ;RRCApric    ;  0.00762995
tabl_03_02  ;aagri       ;RRGWpric    ;  0.03203516
tabl_03_02  ;aagri       ;RRSWpric    ;  0.03203516
tabl_03_02  ;afood       ;RRCApric    ;  0.00227090
tabl_03_02  ;afood       ;RRGWpric    ;  0.04560912
tabl_03_02  ;aoind       ;RRCApric    ;  0.01455010
tabl_03_02  ;aoind       ;RRGWpric    ;  0.10102002
tabl_03_02  ;aelhy       ;RRCApric    ;  0.29860540
tabl_03_02  ;aelbi       ;RRCApric    ;  0.37441540
tabl_03_02  ;aelpe       ;RRCApric    ;  0.30973728
tabl_03_02  ;aelpe       ;RRSWpric    ;  1.42837972
tabl_03_02  ;awasa       ;RRCApric    ;  0.49908715
tabl_03_02  ;awasa       ;RRGWpric    ;-44.01437425
tabl_03_02  ;awasa       ;RRSWpric    ;-44.01437425
tabl_03_02  ;acons       ;RRCApric    ; -0.06047101
tabl_03_02  ;atran       ;RRCApric    ;  0.00811833
tabl_03_02  ;aadmi       ;RRCApric    ; -0.01463416
tabl_03_02  ;asefi       ;RRCApric    ;  0.00624686
tabl_03_02  ;asenf       ;RRCApric    ;  0.00531962
tabl_04_01  ;REU         ;GOINvalu    ; -0.04306374
tabl_04_01  ;REU         ;GINKvalu    ; -7.96679176
tabl_04_01  ;REU         ;TPROvalu    ; -0.00564126
tabl_04_01  ;REU         ;TCOMvalu    ; -0.02560485
tabl_04_01  ;REU         ;TIMPvalu    ; -0.00246570
tabl_04_01  ;REU         ;GTRAvalu    ; -0.00083215
tabl_04_02  ;REU         ;HHINvalu    ; -0.00083215
tabl_04_02  ;REU         ;HICAvalu    ;  0.00477638
tabl_04_02  ;REU         ;HILAvalu    ; -0.00173582
tabl_04_02  ;REU         ;HITRvalu    ; -0.00921531
tabl_04_02  ;REU         ;HIDPvalu    ; -0.00083215
tabl_04_02  ;REU         ;HCOBvalu    ; -0.00083215
tabl_04_02  ;REU         ;HSAVvalu    ; -0.00083215
tabl_05_01  ;cwadi       ;WATEprod    ;  0.49638020
tabl_05_01  ;cwadi       ;WATEdito    ;  0.17211948
tabl_05_01  ;cwadi       ;WATEcons    ;  0.34189401
tabl_05_01  ;cwadi       ;WATEpric    ; -0.48671726
tabl_05_01  ;csaco       ;WATEprod    ;  0.42166878
tabl_05_01  ;csaco       ;WATEcons    ;  0.35031808
tabl_05_01  ;csaco       ;WATEpric    ; -0.49872256
tabl_05_01  ;csanc       ;WATEprod    ;  0.53842116
tabl_05_01  ;csanc       ;WATEcons    ;  0.32729796
tabl_05_01  ;csanc       ;WATEpric    ; -0.46590930
tabl_05_02  ;aelhy       ;ENERprod    ;  0.12593744
tabl_05_02  ;aelbi       ;ENERprod    ;  0.18648218
tabl_05_02  ;aelpe       ;ENERprod    ;  0.13707374
tabl_05_02  ;celec       ;ENERprod    ;  0.13895840
tabl_05_02  ;celec       ;ENERdito    ;  0.17272852
tabl_05_02  ;celec       ;ENERcons    ;  0.00535328
tabl_05_02  ;celec       ;ENERpric    ; -0.00473044
tabl_05_03  ;cagri       ;FOODprod    ;  0.00306098
tabl_05_03  ;cagri       ;FOODdito    ;  0.00548721
tabl_05_03  ;cagri       ;FOODcons    ;  0.00152456
tabl_05_03  ;cagri       ;FOODpric    ; -0.00046930
tabl_05_03  ;cfood       ;FOODprod    ;  0.00710691
tabl_05_03  ;cfood       ;FOODdito    ;  0.00492902
tabl_05_03  ;cfood       ;FOODcons    ;  0.00329692
tabl_05_03  ;cfood       ;FOODpric    ; -0.00176632
tabl_05_04  ;REU         ;ECOSnitr    ;  0.51008403
tabl_05_04  ;REU         ;ECOSphos    ;  0.53783008
tabl_05_04  ;REU         ;ECOSnagr    ;  0.00306098
tabl_05_04  ;cpetr       ;ECOSco2e    ;  0.00982987
tabl_05_04  ;celec       ;ECOSco2e    ;  0.13707374
tabl_06_01  ;REU         ;CONSpwat    ;  0.34189401
tabl_06_01  ;REU         ;CONSothe    ;  0.00252671
tabl_06_01  ;REU         ;PRICpwat    ; -0.48671726
tabl_06_01  ;REU         ;PRICothe    ; -0.00081944
tabl_06_01  ;REU         ;INCOhous    ; -0.00083215
tabl_06_01  ;REU         ;PRICelec    ; -0.00473044
figu_01_01  ;NA          ;GDPRvalu    ;  0.00375333
figu_01_01  ;NA          ;PRODvalu    ; -0.00040983
figu_01_01  ;NA          ;VAADvalu    ;  0.00447005
figu_01_01  ;NA          ;CONFvalu    ;  0.00838393
figu_01_01  ;NA          ;INCGvalu    ; -0.04306374
figu_01_01  ;NA          ;IMPOvalu    ; -0.00184073
figu_01_01  ;NA          ;EXPOvalu    ; -0.01907880
figu_01_01  ;NA          ;INVTvalu    ; -0.04531036
figu_01_01  ;NA          ;UNEMppts    ; -0.00427418
figu_01_01  ;NA          ;CPINinde    ; -0.00921531
figu_02_01  ;NA          ;aagri       ;  0.00288584
figu_02_01  ;NA          ;afood       ;  0.00524362
figu_02_01  ;NA          ;aoind       ;  0.01066730
figu_02_01  ;NA          ;aelhy       ;  0.12563803
figu_02_01  ;NA          ;aelbi       ;  0.18618107
figu_02_01  ;NA          ;aelpe       ;  0.13677402
figu_02_01  ;NA          ;awasa       ;  0.47465660
figu_02_01  ;NA          ;acons       ; -0.02461274
figu_02_01  ;NA          ;atran       ;  0.00826595
figu_02_01  ;NA          ;aadmi       ; -0.00429142
figu_02_01  ;NA          ;asefi       ;  0.00189053
figu_02_01  ;NA          ;asenf       ;  0.00579002
figu_02_02  ;NA          ;cagri       ;  0.00152456
figu_02_02  ;NA          ;cfood       ;  0.00329692
figu_02_02  ;NA          ;cpetr       ;  0.00206966
figu_02_02  ;NA          ;coind       ;  0.00315349
figu_02_02  ;NA          ;celec       ;  0.00535652
figu_02_02  ;NA          ;cwadi       ;  0.34189401
figu_02_02  ;NA          ;csaco       ;  0.35031808
figu_02_02  ;NA          ;csanc       ;  0.32729796
figu_02_02  ;NA          ;ccons       ;  0.01158172
figu_02_02  ;NA          ;ctran       ;  0.00390886
figu_02_02  ;NA          ;cadmi       ;  0.00405830
figu_02_02  ;NA          ;csefi       ; -0.00014919
figu_02_02  ;NA          ;csenf       ;  0.00268576
figu_02_03  ;NA          ;cagri       ;  0.00201098
figu_02_03  ;NA          ;cfood       ;  0.00054789
figu_02_03  ;NA          ;cpetr       ;  0.01145200
figu_02_03  ;NA          ;coind       ; -0.00416896
figu_02_03  ;NA          ;celec       ;  0.10948150
figu_02_03  ;NA          ;cwadi       ; -0.68847366
figu_02_03  ;NA          ;csaco       ; -0.73635543
figu_02_03  ;NA          ;csanc       ; -0.60539265
figu_02_03  ;NA          ;ctran       ;  0.00158053
figu_02_03  ;NA          ;csefi       ;  0.00904094
figu_02_03  ;NA          ;csenf       ;  0.00409889
figu_02_04  ;NA          ;cagri       ;  0.00211074
figu_02_04  ;NA          ;cfood       ;  0.00679434
figu_02_04  ;NA          ;coind       ;  0.01152710
figu_02_04  ;NA          ;ccons       ;  0.00114123
figu_02_04  ;NA          ;ctran       ;  0.00735591
figu_02_04  ;NA          ;cadmi       ;  0.00499034
figu_02_04  ;NA          ;csefi       ; -0.00207887
figu_02_04  ;NA          ;csenf       ;  0.00403463
figu_03_01  ;NA          ;cagri       ; -0.00046930
figu_03_01  ;NA          ;cfood       ; -0.00176632
figu_03_01  ;NA          ;cpetr       ;  0.00000000
figu_03_01  ;NA          ;coind       ; -0.00155989
figu_03_01  ;NA          ;celec       ; -0.00473044
figu_03_01  ;NA          ;cwadi       ; -0.48671726
figu_03_01  ;NA          ;csaco       ; -0.49872256
figu_03_01  ;NA          ;csanc       ; -0.46590930
figu_03_01  ;NA          ;ccons       ; -0.01368852
figu_03_01  ;NA          ;ctran       ; -0.00291491
figu_03_01  ;NA          ;cadmi       ; -0.00314023
figu_03_01  ;NA          ;csefi       ;  0.00320385
figu_03_01  ;NA          ;csenf       ; -0.00107079
figu_03_01  ;NA          ;CPINppts    ; -0.00921531
figu_03_02  ;NA          ;aagri       ;  0.00762995
figu_03_02  ;NA          ;afood       ;  0.00227090
figu_03_02  ;NA          ;aoind       ;  0.01455010
figu_03_02  ;NA          ;aelhy       ;  0.29860540
figu_03_02  ;NA          ;aelbi       ;  0.37441540
figu_03_02  ;NA          ;aelpe       ;  0.30973728
figu_03_02  ;NA          ;awasa       ;  0.49908715
figu_03_02  ;NA          ;acons       ; -0.06047101
figu_03_02  ;NA          ;atran       ;  0.00811833
figu_03_02  ;NA          ;aadmi       ; -0.01463416
figu_03_02  ;NA          ;asefi       ;  0.00624686
figu_03_02  ;NA          ;asenf       ;  0.00531962
figu_03_02  ;NA          ;WRLApric    ; -0.00707816
figu_03_03  ;NA          ;aagri       ;  0.03203516
figu_03_03  ;NA          ;afood       ;  0.04560912
figu_03_03  ;NA          ;aoind       ;  0.10102002
figu_03_03  ;NA          ;awasa       ;-44.01437425
figu_03_04  ;NA          ;aagri       ;  0.03203516
figu_03_04  ;NA          ;aelpe       ;  1.42837972
figu_03_04  ;NA          ;awasa       ;-44.01437425
figu_04_01  ;NA          ;GOINvalu    ; -0.04306374
figu_04_01  ;NA          ;GINKvalu    ; -7.96679176
figu_04_01  ;NA          ;TPROvalu    ; -0.00564126
figu_04_01  ;NA          ;TCOMvalu    ; -0.02560485
figu_04_01  ;NA          ;TIMPvalu    ; -0.00246570
figu_04_01  ;NA          ;GTRAvalu    ; -0.00083215
figu_04_02  ;NA          ;HHINvalu    ; -0.00083215
figu_04_02  ;NA          ;HICAvalu    ;  0.00477638
figu_04_02  ;NA          ;HILAvalu    ; -0.00173582
figu_04_02  ;NA          ;HITRvalu    ; -0.00921531
figu_04_02  ;NA          ;HIDPvalu    ; -0.00083215
figu_04_02  ;NA          ;HCOBvalu    ; -0.00083215
figu_04_02  ;NA          ;HSAVvalu    ; -0.00083215
figu_05_01  ;NA          ;cwadi       ;  0.49638020
figu_05_01  ;NA          ;csaco       ;  0.42166878
figu_05_01  ;NA          ;csanc       ;  0.53842116
figu_05_02  ;NA          ;WADIdito    ;  0.17211948
figu_05_02  ;NA          ;WADIcons    ;  0.34189401
figu_05_02  ;NA          ;SACOcons    ;  0.35031808
figu_05_02  ;NA          ;SANCcons    ;  0.32729796
figu_05_03  ;NA          ;cwadi       ; -0.48671726
figu_05_03  ;NA          ;csaco       ; -0.49872256
figu_05_03  ;NA          ;csanc       ; -0.46590930
figu_05_04  ;NA          ;aelhy       ;  0.12593744
figu_05_04  ;NA          ;aelbi       ;  0.18648218
figu_05_04  ;NA          ;aelpe       ;  0.13707374
figu_05_04  ;NA          ;celec       ;  0.13895840
figu_05_05  ;NA          ;ELECdito    ;  0.17272852
figu_05_05  ;NA          ;ELECcons    ;  0.00535328
figu_05_06  ;NA          ;ELECpric    ; -0.00473044
figu_05_07  ;NA          ;cagri       ;  0.00306098
figu_05_07  ;NA          ;cfood       ;  0.00710691
figu_05_08  ;NA          ;cagri       ;  0.00548721
figu_05_08  ;NA          ;cfood       ;  0.00492902
figu_05_09  ;NA          ;cagri       ;  0.00152456
figu_05_09  ;NA          ;cfood       ;  0.00329692
figu_05_10  ;NA          ;cagri       ; -0.00046930
figu_05_10  ;NA          ;cfood       ; -0.00176632
figu_05_11  ;NA          ;ECOSco2e    ;  0.13707374
figu_05_11  ;NA          ;ECOSco2p    ;  0.00982987
figu_05_11  ;NA          ;ECOSnitr    ;  0.51008403
figu_05_11  ;NA          ;ECOSphos    ;  0.53783008
figu_05_11  ;NA          ;ECOSnagr    ;  0.00306098
figu_06_01  ;NA          ;CONSpwat    ;  0.34189401
figu_06_01  ;NA          ;CONSothe    ;  0.00252671
figu_06_01  ;NA          ;PRICpwat    ; -0.48671726
figu_06_01  ;NA          ;PRICothe    ; -0.00081944
figu_06_01  ;NA          ;INCOhous    ; -0.00083215
figu_06_01  ;NA          ;PRICelec    ; -0.00473044
